FID,survey_id,country,area,ecoregion,realm,location,site_code,site_name,latitude,longitude,survey_date,depth,program,visibility,hour,survey_latitude,survey_longitude,method,block,phylum,class,order,family,species_name,reporting_name,size_class,total,biomass,geom
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6353,912345823,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC12,Carpentaria Reef SW,-15.52,140.12,16/11/2015,21,RLS,7,8:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus malabaricus,Epinephelus malabaricus,125,1,23910.01,POINT (140.1199951171875 -15.520000457763672)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6352,912345823,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC12,Carpentaria Reef SW,-15.52,140.12,16/11/2015,21,RLS,7,8:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus malabaricus,Epinephelus malabaricus,137.5,1,31953.18,POINT (140.1199951171875 -15.520000457763672)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6351,912345823,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC12,Carpentaria Reef SW,-15.52,140.12,16/11/2015,21,RLS,7,8:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus malabaricus,Epinephelus malabaricus,150,1,41731.637,POINT (140.1199951171875 -15.520000457763672)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6350,912345825,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC13,Carpentaria Reef,-15.45,140.18,16/11/2015,20,RLS,6,12:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus malabaricus,Epinephelus malabaricus,125,2,47820.02,POINT (140.17999267578125 -15.449999809265137)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-634f,923400449,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT54,Dudley Rock,-12.88,136.71,5/11/2021,5,RLS,12,13:00:00,,,0,2,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris microlepis,Ptereleotris microlepis,2.5,8,0.9588,POINT (136.7100067138672 -12.880000114440918)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-634e,923400490,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT63,Arafura Shoal,-11.23,134.75,1/11/2021,9.5,RLS,15,11:00:00,,,0,1,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris microlepis,Ptereleotris microlepis,2.5,6,0.7191,POINT (134.75 -11.229999542236328)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-634d,923400490,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT63,Arafura Shoal,-11.23,134.75,1/11/2021,9.5,RLS,15,11:00:00,,,0,2,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris microlepis,Ptereleotris microlepis,2.5,6,0.7191,POINT (134.75 -11.229999542236328)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-634c,923400605,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT40,Truant Bank SW,-11.65,136.91,2/9/2021,17,RLS,6,9:00:00,,,0,0,Chordata,Actinopterygii,Siluriformes,Plotosidae,Plotosus lineatus,Plotosus lineatus,10,20,313.6837,POINT (136.91000366210938 -11.649999618530273)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-634b,923400605,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT40,Truant Bank SW,-11.65,136.91,2/9/2021,17,RLS,6,9:00:00,,,0,0,Chordata,Actinopterygii,Siluriformes,Plotosidae,Plotosus lineatus,Plotosus lineatus,12.5,80,2505.9531,POINT (136.91000366210938 -11.649999618530273)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-634a,923400605,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT40,Truant Bank SW,-11.65,136.91,2/9/2021,17,RLS,6,9:00:00,,,0,0,Echinodermata,Asteroidea,Spinulosida,Acanthasteridae,Acanthaster planci,Acanthaster planci,20,1,,POINT (136.91000366210938 -11.649999618530273)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6349,923400605,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT40,Truant Bank SW,-11.65,136.91,2/9/2021,17,RLS,6,9:00:00,,,0,0,Echinodermata,Asteroidea,Spinulosida,Acanthasteridae,Acanthaster planci,Acanthaster planci,25,4,,POINT (136.91000366210938 -11.649999618530273)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6348,923400629,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT31,Arnhem CMR Gadgets Reef West,-11.3,133.8,5/9/2021,13,RLS,11,15:00:00,,,0,0,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus versicolor,Panulirus versicolor,15,2,,POINT (133.8000030517578 -11.300000190734863)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6347,923400635,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT41,Truant Bank SE,-11.63,136.93,2/9/2021,13,RLS,14,7:30:00,,,0,2,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus amblyrhynchos,Carcharhinus amblyrhynchos,137.5,1,19176.234,POINT (136.92999267578125 -11.630000114440918)
